names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
The Huntsman: Winter's War,04/07/2016 ,63.0,"Action, Adventure, Drama","As two evil sisters prepare to conquer the land, two renegades - Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara - set out to stop them.",The Huntsman: Winter's War, Released, English,115000000.0,164989338.0,AU
Marriage Story,11/06/2019 ,78.0,Drama,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",Marriage Story, Released, English,18000000.0,321463.0,AU
17 Again,03/11/2009 ,63.0,Comedy,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",17 Again, Released, English,40000000.0,139474906.0,AU
Carrie,11/04/2002 ,61.0,"Drama, Horror, TV Movie","Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both classmates at her school, and her own religious, but abusive, mother.",Carrie, Released, English,30000000.0,82409520.0,US
Carrie,11/04/2002 ,61.0,"Drama, Horror, TV Movie","Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both classmates at her school, and her own religious, but abusive, mother.",Carrie, Released, English,1800000.0,25886736.0,US
Ghost in the Shell,09/23/1995 ,79.0,"Action, Animation, Science Fiction","In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.", GHOST IN THE SHELL, Released, Japanese,110000000.0,167910690.0,AU
Chungking Express,12/26/1995 ,80.0,"Drama, Comedy, Romance","Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.", 重慶森林, Released, Cantonese,160000.0,59502343.4,AU
Charlie's Angels,11/14/2019 ,65.0,"Action, Adventure, Comedy","When a systems engineer blows the whistle on a dangerous technology, Charlie's Angels from across the globe are called into action, putting their lives on the line to protect society.",Charlie's Angels, Released, English,90000000.0,259736090.0,AU
The Great Gatsby,05/30/2013 ,74.0,"Drama, Romance","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",The Great Gatsby, Released, English,190000000.0,353640419.0,AU
The Great Gatsby,05/30/2013 ,74.0,"Drama, Romance","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",The Great Gatsby, Released, English,7000000.0,26533200.0,AU
A Beautiful Mind,12/11/2001 ,79.0,"Drama, Romance","John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",A Beautiful Mind, Released, English,78000000.0,317668058.0,AU
Monsters of Man,11/19/2020 ,65.0,Science Fiction,"A robotics company vying to win a lucrative military contract team up with a corrupt CIA agent to conduct an illegal live field test. They deploy four weaponized prototype robots into a suspected drug manufacturing camp in the Golden Triangle, assuming they'd be killing drug runners that no one would miss. Six doctors on a humanitarian mission witness the brutal slaughter and become prime targets.",Monsters of Man, Released, English,1900000.0,192073715.2,AU
The Taste of Married Women,11/13/2018 ,0.0,,We don't have an overview translated in English. Help us expand our database by adding one., 유부녀들의 맛, Released, Korean,167540000.0,175269998.8,CN
Rape Zombie: Lust of the Dead 5,09/03/2014 ,55.0,Horror,"Convinced of the final outcome, a team of scientists travels back in time to stop the spread of a virus turning men into zombified rapists through society and causes them to finally uncover the source of the deadly disease which causes them to attempt to stop it before it happens again.", レイプゾンビ5 LUST OF THE DEAD 新たなる絶望, Released, Japanese,49200000.0,427304425.6,JP
Storks,09/22/2016 ,66.0,"Adventure, Animation, Comedy, Family","Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",Storks, Released, English,70000000.0,183353431.0,AU
Triple Frontier,03/06/2019 ,63.0,"Action, Thriller, Crime, Adventure","Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",Triple Frontier, Released, English,115000000.0,0.0,US
Moana,12/26/2016 ,76.0,"Adventure, Comedy, Family, Animation","In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",Moana, Released, English,150000000.0,630626714.0,AU
Beetlejuice,09/08/1988 ,74.0,"Fantasy, Comedy","After an untimely death, a newly dead New England couple seek help from a deranged demon exorcist to scare an affluent New York family out of their home.",Beetlejuice, Released, English,15000000.0,74456687.0,AU
Naruto the Movie: Ninja Clash in the Land of Snow,08/21/2004 ,73.0,"Comedy, Action, Animation, Adventure","Naruto is thrilled when he is sent on a mission to protect his favorite actress, Yukie Fujikaze, on the set of her new movie, The Adventures of Princess Gale. But when the crew ventures out to film in the icy, foreboding Land of Snow, Yukie mysteriously flees! Naruto and his squad set off to find her... unaware that three Snow Ninja lie in wait, with a sinister purpose that will force Yukie to face her hidden past!", 劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!, Released, Japanese,7101535.2,17400000.0,JP
Barbie Mariposa & the Fairy Princess,08/26/2013 ,69.0,"Animation, Family, Fantasy","Mariposa becomes the Royal Ambassador of Flutterfield, and is sent to bring peace between her fairy land and their rivals, the Crystal Fairies of Shimmervale. While Mariposa doesn't make a great first impression on  the King, she becomes fast friends with his shy daughter, Princess Catania. However, a misunderstanding causes Mariposa to be banished from their fairy land. As Mariposa and Zee returns to Flutterfield, they encounter a dark fairy on her way to destroy Shimmervale. Mariposa rushes back and helps Princess Catania to save their fairy land and together, the two girls prove that the best way to make a friend, is to be a friend.",Barbie Mariposa & the Fairy Princess, Released, English,131200000.0,518523022.8,GB
Don't Blame the Kid,05/13/2016 ,77.0,"Comedy, Romance","After a one-night stand results in pregnancy, a young woman decides to become partners with the emotionally immature father-to-be.", ¿Qué culpa tiene el niño?, Released,Spanish,105800000.0,667037174.8,MX
Young Mom 2,03/22/2019 ,10.0,Romance,"Won-jin is unemployed and spends most of his time pleasuring himself and dreaming after Seon-mi. One day, his father brings home a very young wife who will be Won-jin's step-mother, and he hopes she'll be the woman of his dreams.", 어린 엄마 2, Released, Korean,201940000.0,38157314.0,KR
Underwater,01/23/2020 ,63.0,"Horror, Science Fiction, Action, Adventure","After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",Underwater, Released, English,65000000.0,39177495.0,AU
Kate,09/10/2021 ,67.0,Action,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,Kate, Released, English,37800000.0,638719244.4,US
Mirai,06/16/2018 ,72.0,"Animation, Family, Fantasy, Adventure, Drama","Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house in order to help him become the big brother he was meant to be.", 未来のミライ, Released, Japanese,33291535.2,27526961.0,AU
After Earth,06/05/2013 ,52.0,"Science Fiction, Action, Adventure","One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",After Earth, Released, English,130000000.0,251499665.0,AU
